"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1256578";"HISTIDINE MONOHYDROCHLORIDE";"HISTIDINE MONOHYDROCHLORIDE";"Small molecule";"-1.0";"191.62";"5";"6";"-0.64";"92.00";"3";"3";"0";"3";"N";"0.54";"1.85";"9.25";"-3.29";"-3.29";"1";"MOL";"0";"11";"5";"4";"0";"155.0695";"0.45";"ZWITTERION";"C6H10ClN3O2";"Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O";"QZNNVYOVQUKYSC-JEDNCBNOSA-N"
"CHEMBL9419";"METACETAMOL";"BS 749|BS-749|METACETAMOL|Metacetamol|NSC-3990";"Small molecule";"-1.0";"151.16";"129";"747";"1.35";"49.33";"2";"2";"0";"1";"Y";"0.64";"9.24";"None";"0.91";"0.90";"1";"MOL";"0";"11";"3";"2";"0";"151.0633";"-0.78";"NEUTRAL";"C8H9NO2";"CC(=O)Nc1cccc(O)c1";"QLNWXBAGRTUKKI-UHFFFAOYSA-N"
"CHEMBL1449249";"CHLORINDANOL";"CHLORINDANOL|CLORINDANOL|NSC-158565";"Small molecule";"-1.0";"168.62";"5";"9";"2.53";"20.23";"1";"1";"0";"0";"Y";"0.63";"9.34";"None";"3.28";"3.28";"1";"MOL";"0";"11";"1";"1";"0";"168.0342";"0.02";"NEUTRAL";"C9H9ClO";"Oc1ccc(Cl)c2c1CCC2";"ATAJVFBUUIBIEO-UHFFFAOYSA-N"
"CHEMBL594621";"ICOMUCRET";"15(S)-HETE|AL-12959|ICOMUCRET";"Small molecule";"-1.0";"320.47";"3";"5";"5.19";"57.53";"2";"2";"1";"14";"N";"0.26";"4.82";"None";"5.36";"2.82";"0";"MOL";"0";"23";"3";"2";"1";"320.2351";"1.88";"ACID";"C20H32O3";"CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O";"JSFATNQSLKRBCI-VAEKSGALSA-N"
"CHEMBL2105794";"SODIUM HYDROXIDE";"AETZNATRON|CAUSTIC SODA|E-524|INS-524|NATRII HYDROXYDUM|NSC-135799|PROMOTER 3308B|SODIUM HYDROXIDE|SODIUM HYDROXIDE SOLUTIONS|STAMPERPREP|TOSOH PEARL";"Small molecule";"-1.0";"40.00";"6";"18";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"39.9925";"None";"None";"HNaO";"[Na+].[OH-]";"HEMHJVSKTPXQMS-UHFFFAOYSA-M"
"CHEMBL1204337";"NYLIDRIN HYDROCHLORIDE";"BUPHENINE HYDROCHLORIDE|NSC-142004|NYLIDRIN HCL|NYLIDRIN HYDROCHLORIDE";"Small molecule";"-1.0";"335.88";"21";"39";"3.43";"52.49";"3";"3";"0";"7";"N";"0.73";"9.25";"10.11";"3.05";"1.54";"2";"MOL";"0";"22";"3";"3";"0";"299.1885";"0.16";"BASE";"C19H26ClNO2";"CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl";"CLJHABUMMDMAFA-UHFFFAOYSA-N"
"CHEMBL1908006";"OXYMESTERONE";"ANAMIDOL|NSC-45048|ORANABOL|OXYMESTERONE|OXYMESTRONE|THERANABOL";"Small molecule";"-1.0";"318.46";"1";"1";"4.16";"57.53";"3";"2";"0";"0";"N";"0.71";"9.31";"None";"3.13";"3.12";"0";"MOL";"0";"23";"3";"2";"0";"318.2195";"2.22";"NEUTRAL";"C20H30O3";"C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O";"RXXBBHGCAXVBES-XMUHMHRVSA-N"
"CHEMBL135416";"PROPANE";"A-108|E-944|E944|INS NO.944|INS-944|N-PROPANE|PROPANE|PURIFRIGOR P 3.5";"Small molecule";"-1.0";"44.10";"2";"5";"1.42";"0.00";"0";"0";"0";"0";"Y";"0.39";"None";"None";"1.80";"1.80";"0";"MOL";"0";"3";"0";"0";"0";"44.0626";"-0.08";"None";"C3H8";"CCC";"ATUOYWHBWRKTHZ-UHFFFAOYSA-N"
"CHEMBL2106779";"FLUCIPRAZINE";"FLUCIPRAZINE";"Small molecule";"-1.0";"360.47";"";"";"2.66";"35.94";"4";"1";"0";"6";"N";"0.79";"None";"7.60";"3.34";"2.93";"1";"MOL";"0";"26";"4";"1";"0";"360.2213";"-1.04";"NEUTRAL";"C21H29FN2O2";"C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1";"UOQIGMZTLWHOOA-UHFFFAOYSA-N"
"CHEMBL429405";"SARCOLYSIN";"DL-PHENYLALANINE MUSTARD|MELPHALAN DL-FORM|MERPHALAN|SARCOLYSIN|SARCOLYSIN, DL-";"Small molecule";"-1.0";"305.21";"29";"67";"1.93";"66.56";"3";"2";"0";"8";"N";"0.72";"1.29";"9.51";"0.25";"0.25";"1";"MOL";"0";"19";"4";"3";"0";"304.0745";"-0.07";"ZWITTERION";"C13H18Cl2N2O2";"NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O";"SGDBTWWWUNNDEQ-UHFFFAOYSA-N"
"CHEMBL2106066";"CLOTICASONE PROPIONATE";"CCI 18773|CCI-18773|CLOTICASONE|CLOTICASONE PROPIONATE";"Small molecule";"-1.0";"517.03";"";"";"4.70";"80.67";"6";"1";"1";"4";"N";"0.43";"13.61";"None";"4.18";"4.18";"0";"MOL";"0";"34";"5";"1";"1";"516.1549";"1.60";"NEUTRAL";"C25H31ClF2O5S";"CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"MVLBCBPGBUAVJQ-CENSZEJFSA-N"
"CHEMBL345937";"ULIFLOXACIN";"ULIFLOXACIN|Ulifloxacin";"Small molecule";"-1.0";"349.39";"39";"273";"1.87";"74.57";"6";"2";"0";"2";"N";"0.86";"5.75";"8.68";"-0.46";"-0.46";"2";"MOL";"0";"24";"6";"2";"0";"349.0896";"-0.53";"ZWITTERION";"C16H16FN3O3S";"CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21";"SUXQDLLXIBLQHW-UHFFFAOYSA-N"
"CHEMBL2106581";"FENIROFIBRATE";"FENIROFIBRATE|LF-2151|LF-433";"Small molecule";"-1.0";"320.77";"";"";"3.66";"66.76";"3";"2";"0";"5";"N";"0.88";"3.47";"None";"3.92";"0.53";"2";"MOL";"0";"22";"4";"2";"0";"320.0815";"-0.24";"ACID";"C17H17ClO4";"CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O";"ASDCLYXOQCGHNT-UHFFFAOYSA-N"
"CHEMBL1555183";"FUDOSTEINE";"CLEANAL|FUDOSTEINE";"Small molecule";"-1.0";"179.24";"4";"18";"-0.49";"83.55";"4";"3";"0";"6";"N";"0.48";"2.36";"9.14";"-3.14";"-3.15";"0";"MOL";"0";"11";"4";"4";"0";"179.0616";"0.54";"ZWITTERION";"C6H13NO3S";"N[C@@H](CSCCCO)C(=O)O";"KINWYTAUPKOPCQ-YFKPBYRVSA-N"
"CHEMBL2106903";"METHYLPARABEN SODIUM";"METHYLPARABEN SODIUM|NIPAGIN M SODIUM|NS 3500S|PARATEXIN MS|PARIDOL MNA|SODIUM METHYL PARABEN|SODIUM METHYLPARABEN|SOLBROL M SODIUM SALT";"Small molecule";"-1.0";"174.13";"";"";"1.18";"46.53";"3";"1";"0";"1";"Y";"0.61";"8.50";"None";"1.67";"1.64";"1";"MOL";"0";"11";"3";"1";"0";"152.0473";"0.23";"NEUTRAL";"C8H7NaO3";"COC(=O)c1ccc([O-])cc1.[Na+]";"PESXGULMKCKJCC-UHFFFAOYSA-M"
"CHEMBL371523";"DIBENZOYLMETHANE";".GAMMA.-HYDROXYCHALKONE|DIBENZOYLMETHANE|NSC-6266";"Small molecule";"-1.0";"224.26";"31";"43";"3.14";"34.14";"2";"0";"0";"4";"N";"0.59";"10.04";"None";"3.18";"3.18";"2";"MOL";"0";"17";"2";"0";"0";"224.0837";"-0.13";"NEUTRAL";"C15H12O2";"O=C(CC(=O)c1ccccc1)c1ccccc1";"NZZIMKJIVMHWJC-UHFFFAOYSA-N"
"CHEMBL1697786";"CEFUROXIME PIVOXETIL";"CCI 23628|CCI-23628|CEFUROXIME PIVOXETIL";"Small molecule";"-1.0";"568.56";"1";"18";"0.24";"198.29";"13";"2";"2";"11";"N";"0.12";"10.92";"None";"0.39";"0.39";"1";"MOL";"0";"39";"15";"3";"2";"568.1475";"0.16";"NEUTRAL";"C23H28N4O11S";"CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@H]12)c1ccco1";"MGYPWVCKENORQX-JGLUBIDVSA-N"
"CHEMBL29798";"BEMARINONE";"BEMARINONE";"Small molecule";"-1.0";"220.23";"4";"11";"1.25";"64.21";"4";"1";"0";"2";"N";"0.83";"10.36";"None";"0.70";"0.70";"2";"MOL";"0";"16";"5";"1";"0";"220.0848";"0.00";"NEUTRAL";"C11H12N2O3";"COc1ccc2[nH]c(=O)nc(C)c2c1OC";"WVNXGAOAWSQPAL-UHFFFAOYSA-N"
"CHEMBL2106321";"FLURETOFEN";"COMPOUND 93819|FLURETOFEN";"Small molecule";"-1.0";"196.22";"1";"6";"3.47";"0.00";"0";"0";"0";"1";"N";"0.61";"None";"None";"3.91";"3.91";"2";"MOL";"0";"15";"0";"0";"0";"196.0688";"-1.20";"NEUTRAL";"C14H9F";"C#Cc1ccc(-c2ccccc2F)cc1";"YETULFFXNIHQLK-UHFFFAOYSA-N"
"CHEMBL3989560";"SIAGOSIDE";"GANGLIOSIDE GM1 LACTONE|SIAGOSIDE";"Oligosaccharide";"-1.0";"1528.83";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1527.8661";"None";"None";"C73H129N3O30";"CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@@H]3O[C@@]4(C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)C(=O)O[C@@H]23)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCC";"WVHBJHLTCHODOA-MYYVOHNDSA-N"
"CHEMBL2105870";"ROXOLONIUM METILSULFATE";"ROXOLONIUM METILSULFATE|ROXOLONIUM METILSULPHATE";"Small molecule";"-1.0";"693.99";"";"";"7.11";"63.60";"4";"1";"2";"3";"N";"0.28";"None";"None";"2.50";"2.50";"0";"MOL";"0";"42";"5";"1";"2";"582.4517";"2.88";"NEUTRAL";"C38H63NO8S";"CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6CCC[N+]6(C)C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.COS(=O)(=O)[O-]";"OFXFYMRNHDKBQX-WKUMGRCGSA-M"
"CHEMBL2106377";"DIPROTRIZOATE SODIUM";"DIPROTRIZOATE SODIUM|SODIUM DIPROTRIZOATE";"Small molecule";"-1.0";"663.95";"";"";"3.90";"95.50";"3";"3";"1";"5";"N";"0.43";"2.17";"None";"4.29";"0.77";"1";"MOL";"0";"22";"6";"3";"1";"641.8010";"-0.38";"ACID";"C13H12I3N2NaO4";"CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)[O-])c1I.[Na+]";"MEMHCDLRPADYQY-UHFFFAOYSA-M"
"CHEMBL1742464";"INDOPANOLOL";"INDOPANOLOL";"Small molecule";"-1.0";"374.87";"";"";"3.54";"66.51";"4";"3";"0";"9";"N";"0.50";"None";"8.77";"3.37";"1.98";"3";"MOL";"0";"26";"5";"3";"0";"374.1397";"-0.64";"BASE";"C20H23ClN2O3";"Cc1[nH]c2cccc(OCC(O)CNCCOc3ccccc3)c2c1Cl";"KTODVGFADXOWDU-UHFFFAOYSA-N"
"CHEMBL435176";"SIBRAFIBAN";"RO 48-3657/001|RO-48-3657|RO-483657001|SIBRAFIBAN";"Small molecule";"-1.0";"420.47";"6";"16";"0.47";"143.55";"7";"3";"0";"8";"N";"0.18";"8.11";"4.47";"-0.41";"-0.49";"1";"MOL";"0";"30";"10";"4";"0";"420.2009";"-1.09";"NEUTRAL";"C20H28N4O6";"CCOC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(/C(N)=N/O)cc2)CC1";"WBNUCLPUOSXSNJ-ZDUSSCGKSA-N"
"CHEMBL2110817";"EMILIUM";"EMILIUM CATION|EMILIUM ION";"Small molecule";"-1.0";"194.30";"";"";"2.29";"9.23";"1";"0";"0";"4";"N";"0.67";"None";"None";"-2.05";"-2.05";"1";"MOL";"0";"14";"2";"0";"0";"194.1539";"-0.23";"NEUTRAL";"C12H20NO+";"CC[N+](C)(C)Cc1cccc(OC)c1";"AAKPJTCJKGHSJF-UHFFFAOYSA-N"
"CHEMBL18647";"TIFLAMIZOLE";"TIFLAMIZOLE|Tiflamizole";"Small molecule";"-1.0";"420.33";"2";"2";"4.65";"62.82";"3";"1";"0";"5";"N";"0.61";"6.33";"None";"4.96";"4.25";"3";"MOL";"0";"28";"4";"1";"0";"420.0367";"-0.90";"ACID";"C17H10F6N2O2S";"O=S(=O)(c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]1)C(F)(F)C(F)F";"XUOAKFNMJMYKBY-UHFFFAOYSA-N"
"CHEMBL2106875";"PRISOTINOL";"PRISOTINOL";"Small molecule";"-1.0";"194.28";"";"";"1.72";"45.15";"3";"2";"0";"4";"N";"0.77";"9.33";"10.22";"0.82";"-0.81";"1";"MOL";"0";"14";"3";"2";"0";"194.1419";"-0.31";"BASE";"C11H18N2O";"CC(C)NC(C)Cc1ccc(O)cn1";"WQRPBKUCJBWQRT-UHFFFAOYSA-N"
"CHEMBL110057";"TRIOXIFENE";"TRIOXIFENE";"Small molecule";"-1.0";"453.58";"2";"5";"5.91";"38.77";"4";"0";"1";"8";"N";"0.40";"None";"8.14";"6.02";"5.20";"3";"MOL";"0";"34";"4";"0";"1";"453.2304";"-0.43";"NEUTRAL";"C30H31NO3";"COc1ccc(C2=C(C(=O)c3ccc(OCCN4CCCC4)cc3)c3ccccc3CC2)cc1";"IHGLINDYFMDHJG-UHFFFAOYSA-N"
"CHEMBL2111061";"THYROMEDAN";"TYROMEDAN";"Small molecule";"-1.0";"735.14";"";"";"5.73";"48.00";"5";"0";"2";"10";"N";"0.23";"None";"8.96";"6.62";"5.05";"2";"MOL";"0";"29";"5";"0";"2";"734.8840";"-0.50";"BASE";"C21H24I3NO4";"CCN(CC)CCOC(=O)Cc1cc(I)c(Oc2ccc(OC)c(I)c2)c(I)c1";"CNFICQVPDNZAHK-UHFFFAOYSA-N"
"CHEMBL4525767";"N-DESMETHYLTAMOXIFEN";"DEMETHYLTAMOXIFEN|DESMETHYLTAMOXIFEN|DESMETHYLTAMOXIFEN, N-|ICI-55548|N-DEMETHYLTAMOXIFEN|N-Desmethyltamoxifen";"Small molecule";"-1.0";"357.50";"";"";"5.65";"21.26";"2";"1";"1";"8";"N";"0.42";"None";"9.51";"5.97";"3.89";"3";"MOL";"0";"27";"2";"1";"1";"357.2093";"-0.07";"BASE";"C25H27NO";"CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1";"NYDCDZSEEAUOHN-IZHYLOQSSA-N"
"CHEMBL4303058";"GLYCIDIDAZOLE";"";"Small molecule";"2.0";"497.42";"";"";"-0.31";"215.06";"14";"1";"1";"14";"N";"0.20";"3.95";"3.39";"-1.86";"-4.36";"2";"MOL";"0";"35";"17";"1";"1";"497.1506";"-0.96";"ACID";"C18H23N7O10";"Cc1ncc([N+](=O)[O-])n1CCOC(=O)CN(CC(=O)O)CC(=O)OCCn1c([N+](=O)[O-])cnc1C";"AWSWJRUMDBPELJ-UHFFFAOYSA-N"
"CHEMBL2104703";"MOBENZOXAMINE";"MOBENZOXAMINE";"Small molecule";"-1.0";"490.62";"";"";"5.22";"42.01";"5";"0";"1";"12";"N";"0.33";"None";"7.26";"5.24";"5.00";"3";"MOL";"0";"36";"5";"0";"1";"490.2632";"-0.86";"NEUTRAL";"C30H35FN2O3";"COc1ccc(C(OCCN2CCN(CCCC(=O)c3ccc(F)cc3)CC2)c2ccccc2)cc1";"DFNYDADZMXPPLY-UHFFFAOYSA-N"
"CHEMBL2107667";"AMANTOCILLIN";"(3-AMINO-1-ADAMANTYL)PENICILLIN|AMANTOCILLIN";"Small molecule";"-1.0";"393.51";"";"";"0.92";"112.73";"5";"3";"0";"3";"N";"0.61";"3.26";"10.48";"-1.84";"-1.84";"0";"MOL";"0";"27";"7";"4";"0";"393.1722";"0.53";"ZWITTERION";"C19H27N3O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O";"AZGNYRUNQKZSJQ-LMYIQIHKSA-N"
"CHEMBL2106322";"IMAFEN HYDROCHLORIDE";"IMAFEN HCL|IMAFEN HYDROCHLORIDE|R 25,540|R-25,540|R-25540";"Small molecule";"-1.0";"223.71";"";"";"1.00";"27.63";"3";"1";"0";"1";"Y";"0.71";"None";"10.92";"1.25";"-1.14";"1";"MOL";"0";"14";"3";"1";"0";"187.1109";"-0.46";"BASE";"C11H14ClN3";"Cl.c1ccc(C2CN=C3NCCN32)cc1";"OGFIMJLYLLFOPU-UHFFFAOYSA-N"
"CHEMBL1823241";"DINALBUPHINE SEBACATE";"DINALBUPHINE SEBACATE|NALBUPHINE SEBACATE|NALDEBAIN|SEBACOYLDINALBUPHINE";"Small molecule";"2.0";"881.12";"1";"1";"5.95";"158.46";"12";"4";"3";"15";"N";"0.09";"13.17";"10.11";"5.94";"1.19";"2";"MOL";"0";"64";"12";"4";"3";"880.4874";"0.71";"BASE";"C52H68N2O10";"O=C(CCCCCCCCC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314";"ALOIOAGKUOQNID-ITCIXCFHSA-N"
"CHEMBL70566";"EPTAZOCINE";"EPTAZOCINE|EPTAZOCINE HYDROBROMIDE|Eptazocine";"Small molecule";"-1.0";"231.34";"1";"1";"2.55";"23.47";"2";"1";"0";"0";"Y";"0.74";"9.77";"10.65";"2.30";"0.25";"1";"MOL";"0";"17";"2";"1";"0";"231.1623";"1.32";"BASE";"C15H21NO";"CN1CC[C@]2(C)C[C@@H](Cc3ccc(O)cc32)C1";"ZOWQTJXNFTWSCS-IAQYHMDHSA-N"
"CHEMBL2106504";"CIANOPRAMINE";"CIANOPRAMINE|RO 11-2464";"Small molecule";"-1.0";"305.43";"1";"2";"3.75";"30.27";"3";"0";"0";"4";"N";"0.86";"None";"9.20";"4.13";"2.34";"2";"MOL";"0";"23";"3";"0";"0";"305.1892";"-1.21";"BASE";"C20H23N3";"CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21";"LQXYCDLHSKICDY-UHFFFAOYSA-N"
"CHEMBL2105863";"ITROCINONIDE";"ITROCINONIDE";"Small molecule";"-1.0";"568.61";"";"";"4.26";"117.59";"9";"1";"1";"6";"N";"0.37";"13.61";"None";"4.14";"4.14";"0";"MOL";"0";"40";"9";"1";"1";"568.2484";"1.51";"NEUTRAL";"C29H38F2O9";"CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O[C@H](C)OC(=O)OCC)O1";"GCELVROFGZYBHY-JUVXQCODSA-N"
"CHEMBL2106036";"TERDECAMYCIN";"TERDECAMYCIN";"Small molecule";"-1.0";"585.70";"";"";"2.11";"142.55";"9";"2";"1";"3";"N";"0.29";"11.93";"6.89";"2.48";"2.36";"0";"MOL";"0";"42";"11";"2";"2";"585.3050";"1.29";"NEUTRAL";"C31H43N3O8";"CC(=O)C(=O)N[C@@H]1/C=C(C)/C=C/[C@@H](OC(=O)N2CCN(C)CC2)C/C=C(C)/C=C/[C@@H](O)C[C@H]2OC(=O)[C@]1(C)C(=O)[C@@H]2C";"ZNZIMXXFUIVOSF-KHDAEWLFSA-N"
"CHEMBL2105578";"BENSULDAZIC ACID";"BENSULDAZIC ACID";"Small molecule";"-1.0";"282.39";"";"";"1.82";"43.78";"4";"1";"0";"4";"N";"0.85";"4.30";"2.04";"2.49";"-0.50";"1";"MOL";"0";"18";"4";"1";"0";"282.0497";"-1.23";"ACID";"C12H14N2O2S2";"O=C(O)CN1CSC(=S)N(Cc2ccccc2)C1";"TUMWSYRTKGBCAG-UHFFFAOYSA-N"
"CHEMBL12314";"MESULERGINE";"MESULERGINE";"Small molecule";"-1.0";"362.50";"18";"49";"1.29";"57.58";"4";"1";"0";"3";"N";"0.90";"11.08";"6.88";"1.08";"0.97";"2";"MOL";"0";"25";"6";"1";"0";"362.1776";"0.09";"NEUTRAL";"C18H26N4O2S";"CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21";"JLVHTNZNKOSCNB-YSVLISHTSA-N"
"CHEMBL2110765";"BATELAPINE";"BATELAPINE";"Small molecule";"-1.0";"296.38";"";"";"1.27";"49.55";"6";"0";"0";"0";"N";"0.73";"None";"7.60";"1.51";"1.05";"2";"MOL";"0";"22";"6";"0";"0";"296.1749";"-1.06";"NEUTRAL";"C16H20N6";"Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2";"PUHMYHQVPODHCZ-UHFFFAOYSA-N"
"CHEMBL2111015";"OXYSONIUM";"OXYSONIUM CATION|OXYSONIUM ION";"Small molecule";"-1.0";"323.48";"";"";"2.88";"46.53";"3";"1";"0";"6";"N";"0.65";"11.54";"None";"2.72";"2.72";"1";"MOL";"0";"22";"3";"1";"0";"323.1675";"0.26";"NEUTRAL";"C18H27O3S+";"C[S+](C)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1";"PMFZALLSVLZXMR-UHFFFAOYSA-N"
"CHEMBL1604375";"FENTHION";"FENTHION|NSC-755881|Pro-Spot|Spotton|Tiguvon";"Small molecule";"-1.0";"278.34";"25";"39";"3.61";"27.69";"5";"0";"0";"5";"N";"0.61";"None";"None";"3.80";"3.80";"1";"MOL";"0";"16";"3";"0";"0";"278.0200";"-0.40";"None";"C10H15O3PS2";"COP(=S)(OC)Oc1ccc(SC)c(C)c1";"PNVJTZOFSHSLTO-UHFFFAOYSA-N"
"CHEMBL288943";"LEUKOTRIENE D4";"LEUKOTRIENE D|LEUKOTRIENE D4";"Small molecule";"-1.0";"496.67";"7";"18";"3.43";"149.95";"6";"5";"0";"20";"N";"0.10";"3.59";"8.05";"0.76";"-2.10";"0";"MOL";"0";"34";"8";"6";"1";"496.2607";"1.48";"ACID";"C25H40N2O6S";"CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O";"YEESKJGWJFYOOK-IJHYULJSSA-N"
"CHEMBL2105111";"GUABENXAN";"GUABENXAN";"Small molecule";"-1.0";"207.23";"";"";"0.44";"80.36";"3";"3";"0";"2";"N";"0.49";"None";"11.99";"0.28";"-2.13";"1";"MOL";"0";"15";"5";"4";"0";"207.1008";"-0.55";"BASE";"C10H13N3O2";"N=C(N)NCc1ccc2c(c1)OCCO2";"WTDYJDLUNYALPM-UHFFFAOYSA-N"
"CHEMBL347425";"ROLODINE";"BW 58 271|BW 58-271|BW-58-271|BW-58271|NSC-106570|ROLODINE|Rolodine";"Small molecule";"-1.0";"238.29";"17";"20";"2.88";"53.60";"3";"2";"0";"3";"Y";"0.74";"13.60";"7.63";"2.94";"2.51";"3";"MOL";"0";"18";"4";"2";"0";"238.1218";"-1.21";"NEUTRAL";"C14H14N4";"Cc1nc(NCc2ccccc2)c2cc[nH]c2n1";"HPZHFGBKCGWNGN-UHFFFAOYSA-N"
"CHEMBL132468";"CETEFLOXACIN";"CETEFLOXACIN|Cetefloxacin";"Small molecule";"-1.0";"403.36";"14";"34";"2.64";"88.56";"5";"2";"0";"3";"N";"0.70";"5.38";"9.06";"0.86";"0.86";"3";"MOL";"0";"29";"6";"3";"0";"403.1144";"-0.55";"ZWITTERION";"C20H16F3N3O3";"C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F";"LTDOHCZUKCZDEQ-BJOHPYRUSA-N"
"CHEMBL1744042";"BUCICLOVIR";"BUCICLOVIR";"Small molecule";"-1.0";"239.24";"2";"2";"-1.55";"130.05";"7";"4";"0";"4";"N";"0.51";"10.17";"0.54";"-2.18";"-2.18";"2";"MOL";"0";"17";"8";"5";"0";"239.1018";"0.03";"NEUTRAL";"C9H13N5O3";"Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[nH]1";"QOVUZUCXPAZXDZ-RXMQYKEDSA-N"
"CHEMBL2104605";"EPITHIAZIDE";"EPITHIAZIDE|EPITIZIDE|FLURESE|NSC-108164|P-2105|THIAVER";"Small molecule";"-1.0";"425.86";"";"";"1.31";"118.36";"6";"3";"0";"4";"N";"0.67";"9.05";"None";"0.88";"0.87";"1";"MOL";"0";"24";"7";"4";"0";"424.9552";"-1.51";"NEUTRAL";"C10H11ClF3N3O4S3";"NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCC(F)(F)F)NS2(=O)=O";"RINBGYCKMGDWPY-UHFFFAOYSA-N"
"CHEMBL2111153";"SUXETHONIUM";"SUXETHONIUM CATION|SUXETHONIUM ION";"Small molecule";"-1.0";"318.46";"";"";"1.05";"52.60";"4";"0";"0";"11";"N";"0.42";"None";"None";"-7.68";"-7.68";"0";"MOL";"0";"22";"6";"0";"0";"318.2508";"0.14";"NEUTRAL";"C16H34N2O4+2";"CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC";"DIWYJMPVHQDIMM-UHFFFAOYSA-N"
"CHEMBL2104347";"HEXADILINE";"HEXADILINE|HEXADYLAMINE|MRL 38|MRL-38";"Small molecule";"-1.0";"275.48";"";"";"5.22";"12.03";"1";"1";"1";"3";"N";"0.70";"None";"9.76";"5.28";"2.97";"0";"MOL";"0";"20";"1";"1";"1";"275.2613";"0.31";"BASE";"C19H33N";"C(=C(C1CCCCC1)C1CCCCC1)C1CCCCN1";"IVOHRXZUGYYJIZ-UHFFFAOYSA-N"
