"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL492491";"FENVALERATE";"BELMARK|FENVALERATE|PHENVALERATE|PYDRIN|S-5602|SD-43775|SUMICIDIN|TIRADE|WL-43775";"Small molecule";"-1.0";"419.91";"11";"140";"6.68";"59.32";"4";"0";"1";"7";"N";"0.40";"10.64";"None";"6.61";"6.61";"3";"MOL";"0";"30";"4";"0";"1";"419.1288";"-0.52";"NEUTRAL";"C25H22ClNO3";"CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1";"NYPJDWWKZLNGGM-UHFFFAOYSA-N"
"CHEMBL2105899";"BAMIFYLLINE HYDROCHLORIDE";"8102 CB|8102-CB|AC 3810|AC-3810|BAMIFYLLINE HCL|BAMIFYLLINE HYDROCHLORIDE|BAX 2739Z|BAX-2739Z";"Small molecule";"-1.0";"421.93";"1";"4";"0.34";"85.29";"8";"1";"0";"8";"N";"0.60";"None";"8.70";"1.10";"-0.22";"3";"MOL";"0";"28";"8";"1";"0";"385.2114";"-1.47";"BASE";"C20H28ClN5O3";"CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C.Cl";"PDBXHPORMXSXKO-UHFFFAOYSA-N"
"CHEMBL2103777";"THIOPHANATE";"NSC-170810|THIOPHANATE";"Small molecule";"-1.0";"370.46";"3";"3";"2.57";"100.72";"6";"4";"0";"4";"N";"0.60";"7.79";"None";"3.49";"3.33";"1";"MOL";"0";"24";"8";"4";"0";"370.0769";"-1.06";"NEUTRAL";"C14H18N4O4S2";"CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC";"YFNCATAIYKQPOO-UHFFFAOYSA-N"
"CHEMBL2104213";"DESMENINOL";"DESMENINOL|METHIONINE HYDROXY ANALOG";"Small molecule";"-1.0";"150.20";"1";"1";"0.18";"57.53";"3";"2";"0";"4";"N";"0.60";"4.03";"None";"0.18";"-2.96";"0";"MOL";"0";"9";"3";"2";"0";"150.0351";"0.32";"ACID";"C5H10O3S";"CSCCC(O)C(=O)O";"ONFOSYPQQXJWGS-UHFFFAOYSA-N"
"CHEMBL1904952";"QUAZODINE";"MJ 1988|MJ-1988|QUAZODINE";"Small molecule";"-1.0";"218.26";"3";"3";"2.21";"44.24";"4";"0";"0";"3";"N";"0.79";"None";"3.67";"1.94";"1.94";"2";"MOL";"0";"16";"4";"0";"0";"218.1055";"-0.45";"NEUTRAL";"C12H14N2O2";"CCc1ncnc2cc(OC)c(OC)cc12";"STAYVYIMUXVGBN-UHFFFAOYSA-N"
"CHEMBL2105174";"NICTINDOLE";"L 8027|L-8027|NICTINDOLE";"Small molecule";"-1.0";"264.33";"";"";"3.92";"45.75";"2";"1";"0";"3";"N";"0.73";"13.34";"3.71";"3.40";"3.40";"3";"MOL";"0";"20";"3";"1";"0";"264.1263";"-0.32";"NEUTRAL";"C17H16N2O";"CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1";"SOOXXPIIPHUERK-UHFFFAOYSA-N"
"CHEMBL2104678";"AZINTAMIDE";"AZINTAMIDE|AZINTHIAMIDE|COLERIN|NSC-291837|ST 9067|ST-9067";"Small molecule";"-1.0";"259.76";"";"";"2.09";"46.09";"4";"0";"0";"5";"N";"0.76";"None";"None";"1.34";"1.34";"1";"MOL";"0";"16";"4";"0";"0";"259.0546";"-2.45";"NEUTRAL";"C10H14ClN3OS";"CCN(CC)C(=O)CSc1ccc(Cl)nn1";"SSLKKMZJCJBOML-UHFFFAOYSA-N"
"CHEMBL2106893";"METHOXYPHEDRINE";"4-METHOXYMETHCATHINONE|J6.703B|METHEDRONE|METHOPHEDRINE|METHOXYPHEDRINE";"Small molecule";"-1.0";"193.25";"";"";"1.49";"38.33";"3";"1";"0";"4";"N";"0.74";"None";"8.01";"1.45";"0.74";"1";"MOL";"0";"14";"3";"1";"0";"193.1103";"-0.14";"NEUTRAL";"C11H15NO2";"CNC(C)C(=O)c1ccc(OC)cc1";"MQUIHBQDYYAEMH-UHFFFAOYSA-N"
"CHEMBL1256351";"FENCLONINE";"CP-10,188|CP-10188|FENCLONINE|NSC-77370|P-CHLOROPHENYLALANINE, DL-";"Small molecule";"-1.0";"199.64";"12";"22";"1.29";"63.32";"2";"2";"0";"3";"N";"0.77";"1.85";"9.44";"-0.58";"-0.58";"1";"MOL";"0";"13";"3";"3";"0";"199.0400";"0.03";"ZWITTERION";"C9H10ClNO2";"NC(Cc1ccc(Cl)cc1)C(=O)O";"NIGWMJHCCYYCSF-UHFFFAOYSA-N"
"CHEMBL1256871";"SOBUZOXANE";"SOBUZOXANE";"Small molecule";"-1.0";"514.53";"28";"45";"-0.14";"152.30";"12";"0";"2";"11";"N";"0.27";"None";"3.01";"0.83";"0.83";"0";"MOL";"0";"36";"14";"0";"2";"514.2275";"-0.40";"NEUTRAL";"C22H34N4O10";"CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O";"OCOKWVBYZHBHLU-UHFFFAOYSA-N"
"CHEMBL220190";"ASCORBYL PALMITATE";"6-O-PALMITOYLASCORBIC ACID|ASCORBYL MONOPALMITATE|ASCORBYL PALMITATE|CETYL ASCORBATE|E-304|E304|INS NO.304|INS-304|L-ASCORBIC ACID 6-PALMITATE|L-ASCORBIC ACID, 6-HEXADECANOATE|NSC-402451";"Small molecule";"-1.0";"414.54";"19";"49";"4.62";"113.29";"7";"3";"0";"17";"N";"0.23";"4.45";"None";"5.01";"2.16";"0";"MOL";"0";"29";"7";"3";"0";"414.2618";"0.92";"ACID";"C22H38O7";"CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O";"QAQJMLQRFWZOBN-LAUBAEHRSA-N"
"CHEMBL303062";"SECURININE";"(-)-SECURININE|L-SECURININE|NSC-107413|SECURINAN-11-ONE|SECURININ|SECURININE|Securinine";"Small molecule";"-1.0";"217.27";"30";"81";"1.41";"29.54";"3";"0";"0";"0";"Y";"0.57";"None";"9.50";"1.41";"-0.69";"0";"MOL";"0";"16";"3";"0";"0";"217.1103";"3.04";"BASE";"C13H15NO2";"O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31";"SWZMSZQQJRKFBP-WZRBSPASSA-N"
"CHEMBL414";"CARZENIDE";"4-SULFAMOLYBENZOIC ACID|CARZENIDE|Carzenide|NSC-22976|P-SULFAMOYLBENZOIC ACID|Para-Carboxybenzenesulfonamide (Weak Carbonic Anhydrase Inhibitor)";"Small molecule";"-1.0";"201.20";"99";"263";"0.03";"97.46";"3";"2";"0";"2";"N";"0.70";"3.54";"None";"0.24";"-3.13";"1";"MOL";"0";"13";"5";"3";"0";"201.0096";"-1.06";"ACID";"C7H7NO4S";"NS(=O)(=O)c1ccc(C(=O)O)cc1";"UCAGLBKTLXCODC-UHFFFAOYSA-N"
"CHEMBL458337";"OXYMATRINE";"OXYMATRINE";"Small molecule";"-1.0";"264.37";"20";"71";"1.88";"43.37";"2";"0";"0";"0";"Y";"0.50";"None";"3.82";"-0.05";"-0.05";"0";"MOL";"0";"19";"4";"0";"0";"264.1838";"1.63";"NEUTRAL";"C15H24N2O2";"O=C1CCC[C@@H]2[C@H]3CCC[N+]4([O-])CCC[C@@H](CN12)[C@@H]34";"XVPBINOPNYFXID-LHDUFFHYSA-N"
"CHEMBL2218884";"ISOMOLPAN HYDROCHLORIDE";"CGS 15855A|CGS-15855A|ISOMOLPAN HYDROCHLORIDE";"Small molecule";"-1.0";"283.80";"";"";"2.74";"32.70";"3";"1";"0";"2";"Y";"0.87";"10.00";"8.68";"2.62";"1.52";"1";"MOL";"0";"18";"3";"1";"0";"247.1572";"0.65";"BASE";"C15H22ClNO2";"CCCN1CCCC2c3cc(O)ccc3OCC21.Cl";"JFSZKRWNAVLJHH-UHFFFAOYSA-N"
"CHEMBL2107644";"NAMIROTENE";"NAMIROTENE";"Small molecule";"-1.0";"286.40";"";"";"5.13";"37.30";"2";"1";"1";"4";"N";"0.85";"4.11";"None";"5.56";"2.47";"2";"MOL";"0";"20";"2";"1";"1";"286.1028";"-0.32";"ACID";"C17H18O2S";"C/C(=C\c1ccc(C(=O)O)cc1)c1ccc(C(C)C)s1";"GDDUESKGWJTHLR-ZRDIBKRKSA-N"
"CHEMBL2106128";"BUQUITERINE";"BUQUITERINE";"Small molecule";"-1.0";"329.40";"";"";"2.69";"65.38";"6";"1";"0";"3";"N";"0.94";"None";"None";"1.34";"1.34";"2";"MOL";"0";"24";"6";"1";"0";"329.1739";"-0.22";"NEUTRAL";"C18H23N3O3";"COc1cc2c(cc1OC)-c1cc(NC(C)(C)C)nc(=O)n1CC2";"HCUWPRQGBLLKAF-UHFFFAOYSA-N"
"CHEMBL64706";"ORBOFIBAN";"ORBOFIBAN|SC-57099B";"Small molecule";"-1.0";"361.40";"5";"14";"0.33";"137.61";"5";"4";"0";"7";"N";"0.31";"None";"11.47";"-0.90";"-3.31";"1";"MOL";"0";"26";"9";"5";"0";"361.1750";"-1.22";"BASE";"C17H23N5O4";"CCOC(=O)CCNC(=O)N[C@H]1CCN(c2ccc(C(=N)N)cc2)C1=O";"VJDOPFARMOLELX-ZDUSSCGKSA-N"
"CHEMBL462222";"PENTAMUSTINE";"NCNU|NEPTAMUSTINE|PENTAMUSTINE|Salisburystin";"Small molecule";"-1.0";"221.69";"1";"1";"1.96";"61.77";"3";"1";"0";"4";"N";"0.45";"None";"None";"1.98";"1.98";"0";"MOL";"0";"14";"5";"1";"0";"221.0931";"-0.67";"NEUTRAL";"C8H16ClN3O2";"CC(C)(C)CNC(=O)N(CCCl)N=O";"UOAFGUOASVSLPK-UHFFFAOYSA-N"
"CHEMBL1908363";"ZANOTERONE";"WIN 49,596|WIN-49596|ZANOTERONE";"Small molecule";"-1.0";"416.59";"3";"16";"3.01";"72.19";"5";"1";"0";"1";"N";"0.71";"None";"0.81";"2.49";"2.49";"1";"MOL";"0";"29";"5";"1";"0";"416.2134";"0.88";"NEUTRAL";"C23H32N2O3S";"C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nn(S(C)(=O)=O)cc5C[C@]4(C)[C@H]3CC[C@@]21C";"MHDDZDPNIDVLNK-ZGIWMXSJSA-N"
"CHEMBL2104531";"CHLORISONDAMINE CHLORIDE";"CHLORISONDAMINE CHLORIDE|CHLORISONDAMONE CHLORIDE";"Small molecule";"-1.0";"429.05";"1";"6";"4.47";"0.00";"0";"0";"0";"3";"N";"0.43";"13.70";"None";"-4.22";"-4.22";"1";"MOL";"0";"20";"2";"0";"0";"356.0370";"0.43";"NEUTRAL";"C14H20Cl6N2";"C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[Cl-].[Cl-]";"DXXUGBPKQDTBQW-UHFFFAOYSA-L"
"CHEMBL167911";"DICHLORVOS";"Atgard|DDVP|DICHLORVOS|Equigard|Equigel|NSC-6738|SD 1750|SD-1750|TASK Tabs";"Small molecule";"-1.0";"220.98";"146";"663";"2.68";"44.76";"4";"0";"0";"4";"N";"0.54";"None";"None";"1.37";"1.37";"0";"MOL";"0";"11";"4";"0";"0";"219.9459";"1.08";"None";"C4H7Cl2O4P";"COP(=O)(OC)OC=C(Cl)Cl";"OEBRKCOSUFCWJD-UHFFFAOYSA-N"
"CHEMBL2107028";"REVIZINONE";"REVIZINONE";"Small molecule";"-1.0";"459.55";"";"";"3.18";"86.60";"6";"1";"0";"6";"N";"0.53";"11.05";"3.52";"3.50";"3.50";"2";"MOL";"0";"34";"8";"1";"0";"459.2270";"-0.88";"NEUTRAL";"C26H29N5O3";"CN(C(=O)CO/N=C(\c1ccccc1)c1ccc2c(c1)CN1CC(=O)NC1=N2)C1CCCCC1";"VHDUUXNHZLBGHQ-XLVZBRSZSA-N"
"CHEMBL1516410";"ECADOTRIL";"BAY Y 7432|BAY-Y-7432|BP 1.02|BP-1.02|ECADOTRIL|RACECADOTRIL (S)-FORM|S-049|S.049|SINORPHAN";"Small molecule";"-1.0";"385.49";"10";"22";"2.98";"72.47";"5";"1";"0";"9";"N";"0.67";"12.60";"None";"3.17";"3.17";"2";"MOL";"0";"27";"5";"1";"0";"385.1348";"-0.28";"NEUTRAL";"C21H23NO4S";"CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1";"ODUOJXZPIYUATO-LJQANCHMSA-N"
"CHEMBL2110853";"HETERONIUM";"HETERONIUM CATION|HETERONIUM ION";"Small molecule";"-1.0";"332.44";"";"";"2.38";"46.53";"4";"1";"0";"4";"N";"0.69";"10.69";"None";"-1.58";"-1.57";"2";"MOL";"0";"23";"4";"1";"0";"332.1315";"-0.11";"NEUTRAL";"C18H22NO3S+";"C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1";"IGWCFPFGZULDHY-UHFFFAOYSA-N"
"CHEMBL2107288";"TROLAMINE SALICYLATE";"NEO HELIOPAN TS|NEOTAN W|TEA-SALICYLATE|TROLAMINE SALICYLATE";"Small molecule";"-1.0";"287.31";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"287.1369";"None";"None";"C13H21NO6";"O=C(O)c1ccccc1O.OCCN(CCO)CCO";"UEVAMYPIMMOEFW-UHFFFAOYSA-N"
"CHEMBL1188530";"FLUDOXOPONE";"FLUDOXOPONE";"Small molecule";"-1.0";"368.41";"";"";"3.40";"49.83";"5";"0";"0";"5";"N";"0.69";"None";"7.72";"3.83";"3.34";"3";"MOL";"0";"27";"5";"0";"0";"368.1536";"-1.03";"NEUTRAL";"C21H21FN2O3";"O=c1oc(CCN2CCN(c3ccccc3)CC2)c(-c2ccc(F)cc2)o1";"NFYAWNPZCNDDOG-UHFFFAOYSA-N"
"CHEMBL2111006";"PRETAMAZIUM";"";"Small molecule";"-1.0";"437.63";"";"";"7.16";"7.12";"2";"0";"1";"6";"N";"0.29";"None";"4.83";"3.25";"3.25";"4";"MOL";"0";"32";"2";"0";"1";"437.2046";"-0.71";"NEUTRAL";"C29H29N2S+";"CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1";"NNVAJWZEDBJMFG-UHFFFAOYSA-N"
"CHEMBL2110939";"GLICETANILE";"GLICETANILE";"Small molecule";"-1.0";"489.00";"1";"2";"4.32";"110.28";"6";"2";"0";"9";"N";"0.46";"6.90";"None";"4.42";"3.94";"3";"MOL";"0";"33";"8";"2";"0";"488.1285";"-1.51";"NEUTRAL";"C23H25ClN4O4S";"COc1ccc(Cl)cc1NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1";"LXOXCADHKCVBOZ-UHFFFAOYSA-N"
"CHEMBL2104167";"CLOXESTRADIOL";"CLOXESTRADIOL";"Small molecule";"-1.0";"419.78";"";"";"5.32";"49.69";"3";"2";"1";"2";"N";"0.50";"9.58";"None";"5.60";"5.60";"1";"MOL";"0";"26";"3";"2";"1";"418.0869";"1.65";"NEUTRAL";"C20H25Cl3O3";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(O)C(Cl)(Cl)Cl";"JVLHMVXGPLKLFV-AJUWMHLFSA-N"
"CHEMBL2107494";"TENOSAL";"TENOSAL";"Small molecule";"-1.0";"248.26";"";"";"2.67";"63.60";"4";"1";"0";"3";"N";"0.67";"3.40";"None";"3.21";"-0.20";"2";"MOL";"0";"17";"4";"1";"0";"248.0143";"-1.16";"ACID";"C12H8O4S";"O=C(Oc1ccccc1C(=O)O)c1cccs1";"JCUTZUSPPNNLDC-UHFFFAOYSA-N"
"CHEMBL4298143";"DUOCARMAZINE";"DUOCARMAZINE|SYD980|VC-SECO-DUBA";"Small molecule";"-1.0";"1331.83";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1330.5062";"None";"None";"C65H75ClN12O17";"Cc1cccc2c(OC(=O)N(CCOCCO)CCN(C)C(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)OCCOCCN4C(=O)C=CC4=O)C(C)C)cc3)cc3c(c12)[C@H](CCl)CN3C(=O)c1cn2cc(NC(=O)c3ccc(O)cc3)ccc2n1";"RFQYSAASDBNNDZ-UCGHAGIGSA-N"
"CHEMBL2106288";"DIFENCLOXAZINE HYDROCHLORIDE";"DIFENCLOXAZINE HCL|DIFENCLOXAZINE HYDROCHLORIDE|DIPHENCHLOXAZINE HYDROCHLORIDE|LD 2630|LD-2630|OLYMPAX";"Small molecule";"-1.0";"368.30";"";"";"3.78";"21.70";"3";"0";"0";"6";"N";"0.80";"None";"6.64";"4.04";"3.97";"2";"MOL";"0";"23";"3";"0";"0";"331.1339";"-1.18";"NEUTRAL";"C19H23Cl2NO2";"Cl.Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1";"LNTWEXZEWDVLCB-UHFFFAOYSA-N"
"CHEMBL2110886";"CIPROSTENE";"CIPROSTENE";"Small molecule";"-1.0";"364.53";"";"";"4.46";"77.76";"3";"3";"0";"10";"N";"0.39";"4.72";"None";"3.91";"1.29";"0";"MOL";"0";"26";"4";"3";"0";"364.2614";"2.00";"ACID";"C22H36O4";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C)C/C(=C\CCCC(=O)O)C[C@H]12";"VKPYUUBEDXIQIB-QBPWRKFFSA-N"
"CHEMBL2107264";"ISOBUCAINE HYDROCHLORIDE";"ISOBUCAINE HYDROCHLORIDE";"Small molecule";"-1.0";"285.81";"";"";"2.87";"38.33";"3";"1";"0";"6";"N";"0.79";"None";"9.85";"3.55";"1.16";"1";"MOL";"0";"18";"3";"1";"0";"249.1729";"-0.37";"BASE";"C15H24ClNO2";"CC(C)CNC(C)(C)COC(=O)c1ccccc1.Cl";"HVBPUDDMBXSIGP-UHFFFAOYSA-N"
"CHEMBL4802250";"ASPACYTARABINE HYDROCHLORIDE";"ASPACYTARABINE HYDROCHLORIDE|BST-236 HCl";"Small molecule";"-1.0";"394.77";"";"";"-3.40";"197.23";"10";"6";"1";"6";"N";"0.30";"1.65";"8.43";"-6.12";"-6.16";"1";"MOL";"0";"25";"12";"7";"2";"358.1125";"0.65";"ACID";"C13H19ClN4O8";"Cl.N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O";"YEMILTFWPDSGPU-HIUGLTFESA-N"
"CHEMBL2104203";"DENOTIVIR";"DENOTIVIR|POLVIR";"Small molecule";"-1.0";"371.85";"";"";"4.61";"71.09";"4";"2";"0";"4";"N";"0.70";"11.88";"1.82";"4.03";"4.03";"3";"MOL";"0";"25";"5";"2";"0";"371.0495";"-1.88";"NEUTRAL";"C18H14ClN3O2S";"Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1";"ZPBLNADJHWHOEP-UHFFFAOYSA-N"
"CHEMBL2107469";"SERFIBRATE";"SERFIBRATE";"Small molecule";"-1.0";"373.86";"";"";"2.74";"92.70";"5";"2";"0";"8";"N";"0.73";"3.43";"None";"2.47";"-0.93";"1";"MOL";"0";"24";"6";"2";"0";"373.0751";"-0.53";"ACID";"C16H20ClNO5S";"CC(=O)NC(CCSC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(=O)O";"FPCXDWYBOVVFFE-UHFFFAOYSA-N"
"CHEMBL2105139";"NIFURFOLINE";"NIFURFOLINE";"Small molecule";"-1.0";"337.29";"";"";"0.08";"121.73";"8";"0";"0";"5";"N";"0.32";"11.89";"4.77";"-0.09";"-0.09";"1";"MOL";"0";"24";"11";"0";"1";"337.1022";"-1.87";"NEUTRAL";"C13H15N5O6";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CN1CCOCC1";"WCEJYDIWHURKJX-VGOFMYFVSA-N"
"CHEMBL2105451";"PARCETASAL";"MR-897|PARCETASAL";"Small molecule";"-1.0";"313.31";"";"";"2.95";"73.86";"5";"1";"0";"3";"N";"0.88";"None";"None";"3.29";"3.29";"2";"MOL";"0";"23";"6";"1";"0";"313.0950";"-0.11";"NEUTRAL";"C17H15NO5";"CC(=O)Nc1ccc(OC2(C)OC(=O)c3ccccc3O2)cc1";"ZAPRLADYRFPQSH-UHFFFAOYSA-N"
"CHEMBL2104659";"BEREFRINE";"BEREFRINE|BUREFRINE";"Small molecule";"-1.0";"235.33";"";"";"2.77";"32.70";"3";"1";"0";"1";"Y";"0.81";"9.36";"5.92";"3.40";"3.38";"1";"MOL";"0";"17";"3";"1";"0";"235.1572";"0.39";"NEUTRAL";"C14H21NO2";"CN1C[C@@H](c2cccc(O)c2)OC1C(C)(C)C";"ORIOFGXXYYXLNY-UEWDXFNNSA-N"
"CHEMBL1697827";"CARBAZOCHROME SULFONIC ACID";"";"Small molecule";"-1.0";"300.30";"2";"5";"-1.05";"142.16";"6";"3";"0";"2";"N";"0.34";"-1.29";"1.62";"-2.52";"-3.49";"0";"MOL";"0";"20";"9";"4";"0";"300.0528";"0.12";"ACID";"C10H12N4O5S";"CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1S(=O)(=O)O";"OZCACMPSTYQSMM-SDQBBNPISA-N"
"CHEMBL125737";"TIAPAMIL";"TIAPAMIL";"Small molecule";"-1.0";"555.72";"5";"23";"3.06";"108.44";"9";"0";"1";"12";"N";"0.39";"None";"6.88";"2.37";"2.25";"2";"MOL";"0";"37";"9";"0";"1";"555.1961";"-0.21";"NEUTRAL";"C26H37NO8S2";"COc1ccc(CCN(C)CCCC2(c3ccc(OC)c(OC)c3)S(=O)(=O)CCCS2(=O)=O)cc1OC";"ZROUQTNYPCANTN-UHFFFAOYSA-N"
"CHEMBL2104464";"VEDAPROFEN";"CERM 10202|CERM-10202|PM 150|PM-150|QUADRISOL|VEDAPROFEN|VEDAPROFEN FOR VETERINARY USE";"Small molecule";"-1.0";"282.38";"";"";"5.08";"37.30";"1";"1";"1";"3";"N";"0.85";"4.74";"None";"5.26";"2.65";"2";"MOL";"0";"21";"2";"1";"1";"282.1620";"0.11";"ACID";"C19H22O2";"CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12";"VZUGVMQFWFVFBX-UHFFFAOYSA-N"
"CHEMBL2107515";"SODIUM STEARYL FUMARATE";"SODIUM STEARYL FUMARATE";"Small molecule";"-1.0";"390.54";"";"";"6.43";"63.60";"3";"1";"1";"19";"N";"0.16";"3.36";"None";"7.89";"4.47";"0";"MOL";"0";"26";"4";"1";"1";"368.2927";"0.38";"ACID";"C22H39NaO4";"CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)[O-].[Na+]";"STFSJTPVIIDAQX-LTRPLHCISA-M"
"CHEMBL2107500";"THIOCARBANIDIN";"THIOCARBANIDIN|Thioban";"Small molecule";"-1.0";"377.51";"";"";"5.59";"46.18";"3";"2";"1";"6";"N";"0.55";"12.73";"4.47";"5.91";"5.91";"3";"MOL";"0";"27";"4";"2";"1";"377.1562";"-1.43";"NEUTRAL";"C22H23N3OS";"CC(C)COc1ccc(NC(=S)Nc2ccc(-c3ccccn3)cc2)cc1";"WBZHNJKKIOZEEE-UHFFFAOYSA-N"
"CHEMBL2110699";"RESORCIN BROWN";"";"Small molecule";"-1.0";"426.45";"";"";"5.79";"144.27";"8";"3";"1";"5";"N";"0.35";"-4.81";"0.27";"4.41";"2.88";"3";"MOL";"0";"30";"9";"3";"1";"426.0998";"-0.64";"ACID";"C20H18N4O5S";"Cc1ccc(/N=N/c2c(O)ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)c2O)c(C)c1";"SQOXGXCYIDDLGW-MBALSZOMSA-N"
"CHEMBL2106941";"PIVHYDRAZINE";"PIVALYLBENZHYDRAZINE|PIVHYDRAZINE";"Small molecule";"-1.0";"206.29";"1";"2";"1.85";"41.13";"2";"2";"0";"3";"Y";"0.74";"12.91";"3.41";"2.42";"2.42";"1";"MOL";"0";"15";"3";"2";"0";"206.1419";"-0.90";"NEUTRAL";"C12H18N2O";"CC(C)(C)C(=O)NNCc1ccccc1";"FWWDFDMCZLOXQI-UHFFFAOYSA-N"
"CHEMBL2106673";"TOFENACIN HYDROCHLORIDE";"NSC-113809|NSC-169432|ORPHENADRINE RELATED COMPOUND C|TOFENACIN HCL|TOFENACIN HYDROCHLORIDE";"Small molecule";"-1.0";"291.82";"";"";"3.32";"21.26";"2";"1";"0";"6";"N";"0.80";"None";"9.68";"3.78";"1.54";"2";"MOL";"0";"19";"2";"1";"0";"255.1623";"-0.34";"BASE";"C17H22ClNO";"CNCCOC(c1ccccc1)c1ccccc1C.Cl";"YAXWIYFUVISXRS-UHFFFAOYSA-N"
"CHEMBL3989749";"GLYCERYL DISTEARATE";"DISTEARIN|GLYCERYL DISTEARATE";"Small molecule";"-1.0";"625.03";"";"";"11.96";"72.83";"5";"1";"2";"36";"N";"0.06";"13.63";"None";"13.78";"13.78";"0";"MOL";"0";"44";"5";"1";"2";"624.5693";"0.26";"NEUTRAL";"C39H76O5";"CCCCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCCCC";"IZHVBANLECCAGF-UHFFFAOYSA-N"
"CHEMBL9514";"NOCODAZOLE";"NOCODAZOLE|NSC-238159|R 17,934|R-17934";"Small molecule";"-1.0";"301.33";"285";"1155";"3.03";"84.08";"5";"2";"0";"3";"N";"0.73";"9.11";"3.34";"3.17";"3.17";"3";"MOL";"0";"21";"6";"2";"0";"301.0521";"-1.56";"NEUTRAL";"C14H11N3O3S";"COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1";"KYRVNWMVYQXFEU-UHFFFAOYSA-N"
"CHEMBL1235017";"OROTIC ACID";"ANIMAL GALACTOSE FACTOR|NSC-9791|OROPUR|OROTIC ACID|OROTYL|WHEY FACTOR";"Small molecule";"2.0";"156.10";"13";"33";"-1.24";"103.02";"3";"3";"0";"1";"N";"0.47";"2.64";"None";"-1.23";"-4.75";"1";"MOL";"0";"11";"6";"3";"0";"156.0171";"-0.21";"ACID";"C5H4N2O4";"O=C(O)c1cc(=O)[nH]c(=O)[nH]1";"PXQPEWDEAKTCGB-UHFFFAOYSA-N"
"CHEMBL279085";"TALIPEXOLE";"TALIPEXOLE|Talipexole";"Small molecule";"-1.0";"209.32";"18";"30";"1.31";"42.15";"4";"1";"0";"2";"N";"0.75";"None";"8.23";"1.65";"0.76";"1";"MOL";"0";"14";"3";"2";"0";"209.0987";"-1.88";"NEUTRAL";"C10H15N3S";"C=CCN1CCc2nc(N)sc2CC1";"DHSSDEDRBUKTQY-UHFFFAOYSA-N"
